基金代码,基金简称
022690,华安医药生物股票发起式A
004813,中欧先进制造股票C
010801,长江量化消费精选股票A
010586,创金合信医药消费股票C
005235,银华食品饮料量化股票发起式A
007750,广发优势增长股票A
022691,华安医药生物股票发起式C
001186,富国文体健康股票A
015139,泰康医疗健康股票发起A
005970,国泰消费优选股票
005236,银华食品饮料量化股票发起式C
010802,长江量化消费精选股票C
013004,国泰价值领航股票A
015140,泰康医疗健康股票发起C
011125,富国文体健康股票C
020458,平安医药精选股票A
003634,嘉实农业产业股票A
000867,华宝品质生活股票
013005,国泰价值领航股票C
020459,平安医药精选股票C
015468,嘉实农业产业股票C
004805,长信消费精选量化股票A
011651,招商港股通核心精选股票A
013152,长信消费精选量化股票C
008166,工银消费股票A
011652,招商港股通核心精选股票C
000761,国富健康优质生活股票
110022,易方达消费行业股票
019457,平安先进制造主题股票发起A
002621,中欧消费主题股票A
008167,工银消费股票C
000991,工银战略转型股票A
002387,工银沪港深股票A
019458,平安先进制造主题股票发起C
011473,工银战略转型股票C
002697,中欧消费主题股票C
006671,广发消费升级股票
007512,工银沪港深股票C
014589,招商成长先导股票A
022301,安信医药创新股票型发起A
022302,安信医药创新股票型发起C
014590,招商成长先导股票C
005620,中欧品质消费股票A
009852,银华品质消费股票A
005621,中欧品质消费股票C
016073,创金合信软件产业股票发起A
023948,银华品质消费股票C
016074,创金合信软件产业股票发起C
011104,光大智能汽车主题股票A
003190,创金合信消费主题股票A
018462,光大智能汽车主题股票C
007590,华宝绿色领先股票A
004189,华商消费行业股票
003191,创金合信消费主题股票C
006604,嘉实消费精选股票A
006605,嘉实消费精选股票C
022081,景顺长城医疗产业股票A
022082,景顺长城医疗产业股票C
009162,富国医药成长30股票A
009954,华银优选成长股票
001193,中金消费升级股票A
006926,长城量化精选股票A
024196,中金消费升级股票C
001643,汇丰晋信智造先锋股票A
011463,长城量化精选股票C
006781,汇丰晋信港股通精选股票
001644,汇丰晋信智造先锋股票C
009265,易方达消费精选股票
020142,路博迈中国医疗健康股票发起A
009476,建信食品饮料行业股票A
540008,汇丰晋信低碳先锋股票A
014957,华富消费成长股票A
020143,路博迈中国医疗健康股票发起C
014864,建信食品饮料行业股票C
020140,国寿安保品质消费股票发起式A
013511,汇丰晋信低碳先锋股票C
020141,国寿安保品质消费股票发起式C
014958,华富消费成长股票C
011013,长城消费30股票A
016847,中欧高端装备股票发起A
017870,光大消费主题股票C
011014,长城消费30股票C
016848,中欧高端装备股票发起C
008234,光大消费主题股票A
018045,东方创新医疗股票A
007965,民生加银品质消费股票A
018046,东方创新医疗股票C
007966,民生加银品质消费股票C
005433,申万菱信医药先锋股票A
015171,申万菱信医药先锋股票C
012210,申万菱信智能汽车股票A
012211,申万菱信智能汽车股票C
519606,国泰金鑫股票A
015593,国泰金鑫股票C
025069,景顺长城高端装备股票
025387,万家智胜量化选股股票C
025012,财通华裕量化选股股票C
025011,财通华裕量化选股股票A
025386,万家智胜量化选股股票A
025512,广发信息产业股票发起式C
025511,广发信息产业股票发起式A
025445,万家周期视野股票发起式A
025446,万家周期视野股票发起式C
025968,建信科技智选股票型发起A
025969,建信科技智选股票型发起C
026154,红土创新医疗保健股票C
026155,红土创新新科技股票C
025659,国金科创创业量化选股股票C
025658,国金科创创业量化选股股票A
025541,华夏创新前沿股票C
025449,万家数字经济股票发起式A
025450,万家数字经济股票发起式C
025789,广发质量优选股票C
025949,诺安研究精选股票C
025404,苏新睿见量化选股股票A
025405,苏新睿见量化选股股票C
026290,红土创新科技创新股票(LOF)C
026517,上银科技先锋股票发起式C
026516,上银科技先锋股票发起式A
026620,安信消费睿选股票发起C
026619,安信消费睿选股票发起A
025788,广发质量优选股票A
026521,财通资管量化选股股票发起式C
026520,财通资管量化选股股票发起式A
026124,汇丰晋信周期优选股票A
026125,汇丰晋信周期优选股票C
026174,路博迈港股通科技股票C
026488,安信资源睿选股票发起A
026489,安信资源睿选股票发起C
026747,上银医药精选股票发起式C
026746,上银医药精选股票发起式A
026224,广发消费领航股票发起式C
026807,易方达研究智选股票A
026553,南方量化成长股票C
025878,易米远景量化选股股票C
026468,山证资管数字经济锐选股票发起式A
025736,华西科技成长股票
026375,中金睿见优选股票C
026469,山证资管数字经济锐选股票发起式C
025660,招商中国机遇股票C
026223,广发消费领航股票发起式A
026663,建信资源严选股票发起C
026662,建信资源严选股票发起A
026173,路博迈港股通科技股票A
026304,上银科技创新股票发起式C
026303,上银科技创新股票发起式A
027476,山证资管新能源锐选股票发起式A
026626,建信消费严选股票A
026627,建信消费严选股票C
027467,华宝绿色领先股票C
027623,上银成长精选股票发起式C
019010,泰康致远量化选股股票发起A
019011,泰康致远量化选股股票发起C
026374,中金睿见优选股票A
027053,兴全价值量化选股股票发起式A
027054,兴全价值量化选股股票发起式C
027364,安信新材料睿选股票发起A
026859,华安智优量化选股股票A
026866,华安智优量化选股股票C
025877,易米远景量化选股股票A
027365,安信新材料睿选股票发起C
027477,山证资管新能源锐选股票发起式C
026808,易方达研究智选股票C
027757,融通产业趋势股票C
027240,山证资管半导体产业锐选股票发起式C
027774,中金消费优选股票发起C
027235,交银智远量化选股股票发起
027773,中金消费优选股票发起A
026995,信澳港股通创新驱动股票型发起式A
026996,信澳港股通创新驱动股票型发起式C
027239,山证资管半导体产业锐选股票发起式A
028406,万家景明红利量化选股股票发起式A
028640,诺安新经济股票C
028461,广发优势增长股票C
028407,万家景明红利量化选股股票发起式C
028460,长信创新驱动股票C
028310,国联安科技动力股票C
002910,易方达供给改革混合
021179,易方达产业机遇混合A
021180,易方达产业机遇混合C
005844,东方人工智能主题混合A
004320,前海开源沪港深乐享生活
017811,东方人工智能主题混合C
013840,银华集成电路混合A
013841,银华集成电路混合C
025208,永赢先锋半导体智选混合发起A
025209,永赢先锋半导体智选混合发起C
011369,华商均衡成长混合A
005119,银华智荟内在价值灵活配置混合发起A
481015,工银主题策略混合A
011370,华商均衡成长混合C
001411,诺安创新驱动混合A
016262,银华智荟内在价值灵活配置混合发起C
002051,诺安创新驱动混合C
007490,南方信息创新混合A
013312,工银主题策略混合C
007491,南方信息创新混合C
001480,财通成长优选混合A
021528,财通成长优选混合C
024459,华商致远回报混合A
024460,华商致远回报混合C
001198,东方惠新灵活配置混合A
002163,东方惠新灵活配置混合C
110005,易方达积极成长混合
720001,财通价值动量混合A
162214,宏利领先中小盘混合
021523,财通价值动量混合C
025421,浦银数字经济混合A
018358,华富数字经济混合A
025422,浦银数字经济混合C
018359,华富数字经济混合C
001184,易方达新常态混合A
011891,易方达先锋成长混合A
013107,华夏先进制造龙头混合A
011892,易方达先锋成长混合C
630001,华商领先企业混合
013108,华夏先进制造龙头混合C
001437,易方达瑞享混合I
001438,易方达瑞享混合E
010115,易方达远见成长混合A
001170,宏利复兴混合A
011412,易方达远见成长混合C
017612,宏利复兴混合C
006976,鹏华核心优势混合A
017732,鹏华核心优势混合C
001723,华商新动力混合A
008528,华泰柏瑞质量成长A
002125,广发新兴成长混合A
001741,广发百发大数据精选混合A
001742,广发百发大数据精选混合E
011452,华泰柏瑞质量成长C
017927,华商新动力混合C
018291,广发新兴成长混合C
005903,宏利绩优混合A
019829,华夏数字产业混合A
015576,宏利绩优混合C
010415,华泰柏瑞质量精选混合A
019830,华夏数字产业混合C
013296,民生加银聚优精选混合A
023313,国泰聚鑫量化选股混合发起A
010416,华泰柏瑞质量精选混合C
023314,国泰聚鑫量化选股混合发起C
025331,民生加银聚优精选混合C
162201,宏利成长混合
011488,申万菱信乐享混合A
022740,申万菱信乐享混合C
021626,华富半导体产业混合发起式A
501026,财通多策略福享混合(LOF)A
000017,财通可持续混合A
310358,申万菱信新经济混合A
024592,圆信永丰科技驱动混合发起A
024593,圆信永丰科技驱动混合发起C
519770,交银优择回报灵活配置混合A
021627,华富半导体产业混合发起式C
002376,国寿安保核心产业混合
519771,交银优择回报灵活配置混合C
016500,华夏半导体龙头混合发起A
020469,长城半导体混合发起式A
519773,交银数据产业灵活配置混合A
460007,华泰柏瑞行业领先混合
022735,申万菱信新经济混合C
016501,华夏半导体龙头混合发起C
020470,长城半导体混合发起式C
010389,易方达科益混合A
007639,汇添富竞争优势灵活配置混合
014549,交银数据产业灵活配置混合C
001753,红土创新新兴产业混合A
018776,金信精选成长混合A
008734,交银科锐科技创新混合A
010390,易方达科益混合C
519158,新华趋势领航混合
001715,工银新焦点混合A
007872,金信稳健策略混合A
016873,广发远见智选混合A
018777,金信精选成长混合C
018815,方正富邦核心优势混合A
002692,富国创新科技混合A
013949,交银科锐科技创新混合C
001998,工银新焦点混合C
008555,华商龙头优势混合
016874,广发远见智选混合C
020436,金信稳健策略混合C
016370,信澳业绩驱动混合A
010335,华宝竞争优势混合A
018816,方正富邦核心优势混合C
011120,富国创新科技混合C
200012,长城中小盘成长混合A
000390,华商优势行业混合A
016371,信澳业绩驱动混合C
019925,华宝竞争优势混合C
015722,长城中小盘成长混合C
519087,新华优选分红混合A
025348,华商优势行业混合C
001060,前海开源高端装备制造混合A
025416,新华优选分红混合C
016721,前海开源高端装备制造混合C
257070,国联安优选行业混合A
001154,华银平安中国主题灵活配置
005819,国泰优势行业混合A
002256,金信行业优选混合发起式A
010622,恒越成长精选混合A
015585,国泰优势行业混合C
000742,国泰新经济灵活配置混合A
020451,金信行业优选混合发起式C
